,Monthly Activities Plan

,SK plant : The Root Purchasing of July 2026  (Total Operation Day 31 days)
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(18/12/25),(11/2/2026),Most likely
,Root purchase expectation ,,,41800,,,,,,,,Number of Days,31
,Starch content forecasting,,,0.22,,,,,,,,Volume Plan,41800
,Root price forecasting,,,3.1277511962,,,,,,,,Farmer Daily supply,75
,PPDS. Forecasting,,,14.2170508917
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.0556220096,2325,22,2.75,12.5,6393.75,,,F : 25% ,2.9
,Broker,,,0.9443779904,39475,22,3.15,14.3181818182,124346.25,,,B : 25% ,3.3
,Total ,,,1,41800,22,3.1277511962,14.2170508917,130740

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,,,0.25
,Soil skin,,,,,0.03
,Pulp with 79% moisture content,,,,,0.352
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks



,,,,Total,,,0












,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
