,Monthly Activities Plan

,SK plant : The Root Purchasing of June 2026  (Total Operation Day 30 days)
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(18/12/25),(11/2/2026),Most likely
,Root purchase expectation ,,,41050,,,,,,,,Number of Days,30
,Starch content forecasting,,,0.21,,,,,,,,Volume Plan,41050
,Root price forecasting,,,3.080816078,,,,,,,,Farmer Daily supply,75
,PPDS. Forecasting,,,14.6705527522
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.0548112058,2250,21,2.75,13.0952380952,6187.5,,,F : 25% ,2.95
,Broker,,,0.9451887942,38800,21,3.1,14.7619047619,120280,,,B : 25% ,3.3
,Total ,,,1,41050,21,3.080816078,14.6705527522,126467.5

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,,,0.25
,Soil skin,,,,,0.03
,Pulp with 79% moisture content,,,,,0.352
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks



,,,,Total,,,0












,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
