,Monthly Activities Plan

,SK plant : The Root Purchasing of March 2026  (Total Operation Day 31 days)
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(18/12/25),(19/01/26),Most likely
,Root purchase expectation ,48250,33527.15,33527.15,,,,,,,,Number of Days,31
,Starch content forecasting,0.262,0.2563015049,0.2563015049,,,,,,,,Volume Plan,33527.15
,Root price forecasting,2.45,2.8705526715,2.8705526715,,,,,,,,Farmer Daily supply,400
,PPDS. Forecasting,10.11,11.1999056448,11.1999056448
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.36984951,12400,25,2.65,10.6,32860,,,F : 25% ,2.65
,Broker,,,0.63015049,21127.15,26,3,11.5384615385,63381.45,,,B : 25% ,2.95
,Total ,,,1,33527.15,25.63015049,2.8705526715,11.1999056448,96241.45

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,0.02,670.543,0.2,134108.6
,Soil skin,,,0.061,2045.15615,0.03,61354.6845
,Pulp with 79% moisture content,,,0.2,6705.43,0.282,1890931.2599999998
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks
,Farmers-broker visit & ,Buyer,,Continuous root supply through year.,,,15000,, - Farmer-Broker 
,meeting expense for ,,,,,,,,   visit budget 
,Root Sourcing department
,,,,Total,,,15000












,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
