,Monthly Activities Plan

,SK plant : The Root Purchasing of May 2026  (Total Operation Day 31 days) Rev.01
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(18/12/25),(26/3/2026),Most likely
,Root purchase expectation ,52158,39250,40300," - The estimated volume supply has been revised from 700 tons/day to 1,300 tons/day, with farmers contributing about 50 tons/day.
 - According to this month’s projection reference, the industry is facing high competition from starch mills and cassava chip factories, limited root supply, low starch content.
 
   Remark: Waxy cassava root plan 2,900 tons
",,,,,,,Number of Days,31
,Starch content forecasting,0.225,0.2097038217,0.185,,,,,,,,Volume Plan,40300
,Root price forecasting,2.43,3.1263057325,3.4048076923,,,,,,,,Farmer Daily supply,50
,PPDS. Forecasting,10.8,14.9081962732,18.4043659044
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.0384615385,1550,18.5,2.775,15,4301.25,,,F : 25% ,3.1
,Broker,,,0.9615384615,38750,18.5,3.43,18.5405405405,132912.5,,,B : 25% ,3.75
,Total ,,,1,40300,18.5,3.4048076923,18.4043659044,137213.75

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,,,0.25
,Soil skin,,,,,0.03
,Pulp with 79% moisture content,,,,,0.352
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks



,,,,Total,,,0












,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
