,Monthly Activities Plan

,SK plant : The Root Purchasing of April 2026  (Total Operation Day 24 days)
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(18/12/25),,Most likely
,Root purchase expectation ,,,18111.17,,,,,,,,Number of Days,24
,Starch content forecasting,,,0.22,,,,,,,,Volume Plan,18111.17
,Root price forecasting,,,2.8704910561,,,,,,,,Farmer Daily supply,150
,PPDS. Forecasting,,,13.0476866185
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.1987723598,3600,22,2.55,11.5909090909,9180,,,F : 25% ,2.7
,Broker,,,0.8012276402,14511.17,22,2.95,13.4090909091,42807.9515,,,B : 25% ,3.1
,Total ,,,1,18111.17,22,2.8704910561,13.0476866185,51987.9515

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,0.02,362.2234,0.2,72444.68
,Soil skin,,,0.061,1104.78137,0.03,33143.4411
,Pulp with 79% moisture content,,,0.2,3622.234,0.282,1021469.9879999998
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks
,Farmers-broker visit & ,Buyer,,Continuous root supply through year.,,,15000,, - Farmer-Broker 
,meeting expense for ,,,,,,,,   visit budget 
,Root Sourcing department
,,,,Total,,,15000












,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
