,Monthly Activities Plan

,SK plant : The Root Purchasing of September 2026  (Total Operation Day 30 days)
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(18/12/25),(11/2/2026),Most likely
,Root purchase expectation ,,,37200,,,,,,,,Number of Days,30
,Starch content forecasting,,,0.2280193548,,,,,,,,Volume Plan,37200
,Root price forecasting,,,3.0435483871,,,,,,,,Farmer Daily supply,200
,PPDS. Forecasting,,,13.3477633478
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.1612903226,6000,22.5,2.75,12.2222222222,16500,,,F : 25% ,2.85
,Broker,,,0.8387096774,31200,22.86,3.1,13.5608048994,96720,,,B : 25% ,3.2
,Total ,,,1,37200,22.8019354839,3.0435483871,13.3477633478,113220

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,,,0.25
,Soil skin,,,,,0.03
,Pulp with 79% moisture content,,,,,0.352
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks



,,,,Total,,,0












,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
