,Monthly Activities Plan

,KSN plant : The Root Purchasing of April 2026 (Total Operation Day 24 days)
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(1/12/25),,Most likely
,Root purchase expectation ,,,16800,,,,,,,,Number of Days,24
,Starch content forecasting,,,0.2380714286,,,,,,,,Volume Plan/day,700
,Root price forecasting,,,2.8442857143,,,,,,,,Volume Plan/montn,16800
,PPDS. Forecasting,,,11.9471947195,,,,,,,,Farmer Daily supply,200
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.2857142857,4800,23.7,2.73,11.5189873418,13104,,,F : 25% ,2.8
,Broker,,,0.7142857143,12000,23.85,2.89,12.1174004193,34680,,,B : 25% ,2.95
,Total ,,,1,16800,23.8071428571,2.8442857143,11.9471947195,47784

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,0.02,336,0.12,40320
,Soil skin,,,0.061,1024.8,0.03,30744.0
,Pulp,,,0.2,3360,0.134,450240
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks
,Farmers-broker visit & ,Buyer,,Continuous root supply through year.,,, -,, - Farmer-Broker 
,meeting expense for ,,,,,,,,   visit budget 
,Root Sourcing department
,,,,Total,,,0















,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
