,Monthly Activities Plan

,KSN plant : The Root Purchasing of September 2026 (Total Operation Day 30 days)
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(1/12/25),,Most likely
,Root purchase expectation ,,,21000,,,,,,,,Number of Days,30
,Starch content forecasting,,,0.2440428571,,,,,,,,Volume Plan/day,700
,Root price forecasting,,,2.9985714286,,,,,,,,Volume Plan/montn,21000
,PPDS. Forecasting,,,12.287069016,,,,,,,,Farmer Daily supply,300
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.4285714286,9000,24.45,2.77,11.3292433538,24930,,,F : 25% ,2.8
,Broker,,,0.5714285714,12000,24.37,3.17,13.0077964711,38040,,,B : 25% ,3.2
,Total ,,,1,21000,24.4042857143,2.9985714286,12.287069016,62970

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,0.02,420,0.12,50400
,Soil skin,,,0.061,1281,0.03,38430
,Pulp,,,0.2,4200,0.134,562800.0000000001
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks
,Farmers-broker visit & ,Buyer,,Continuous root supply through year.,,, -,, - Farmer-Broker 
,meeting expense for ,,,,,,,,   visit budget 
,Root Sourcing department
,,,,Total,,,0















,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
