,Monthly Activities Plan

,KSN plant : The Root Purchasing of May 2026 (Total Operation Day 31 days)
,Root rolling Forecast, Plan Original LE0.2026,Latest View,Root purchase forecasting,Remarks
,,(1/12/25),,Most likely
,Root purchase expectation ,,,21700,,,,,,,,Number of Days,31
,Starch content forecasting,,,0.2155142857,,,,,,,,Volume Plan/day,700
,Root price forecasting,,,3.005,,,,,,,,Volume Plan/montn,21700
,PPDS. Forecasting,,,13.9433912237,,,,,,,,Farmer Daily supply,250
,Expectation of root source purchasing.,,,Farmer % of supply,Volume/month,Starch (%),Price(B./kg),PPDS (B./kg),Root expense amount (K baht)
,Farmer,,,0.3571428571,7750,21.5,2.78,12.9302325581,21545,,,F : 25% ,2.95
,Broker,,,0.6428571429,13950,21.58,3.13,14.5041705283,43663.5,,,B : 25% ,3.3
,Total ,,,1,21700,21.5514285714,3.005,13.9433912237,65208.5

,Expectation of Co-products,,,Portion to root grinding,Volume (tons),Unit price (baht),Total revenue (baht)
,Wash skin,,,0.02,434,0.12,52080
,Soil skin,,,0.061,1323.7,0.03,39711
,Pulp,,,0.2,4340,0.134,581560.0000000001
,,,,,,Total


,Activities,Response,,Target,,,        Budget,,Remarks
,Farmers-broker visit & ,Buyer,,Continuous root supply through year.,,, -,, - Farmer-Broker 
,meeting expense for ,,,,,,,,   visit budget 
,Root Sourcing department
,,,,Total,,,0















,หมายเหตุ : กรณีไม่มีการเซ็นอนุมัติในแบบฟอร์ม ให้แนบเป็นอีเมลล์อนุมัติแทนได้
